Education,Income,Kidhome,Marital_Status,NumDealsPurchases,Recency,Teenhome,Year_Birth,Months_After_2012,Succesful_cmp
2,-1.0614864144199008,1,0,2,30,0,1987,22,0
3,-0.6632913863360077,1,1,1,54,0,1972,20,0
3,-0.4962867845762801,1,1,3,24,0,1968,24,0
1,1.566161653938957,0,0,1,73,0,1958,30,0
3,-0.2151584787329121,0,3,3,93,1,1960,23,0
4,-0.8161881867722562,1,1,3,94,1,1977,9,0
4,-0.2567344495206485,1,3,7,56,1,1971,20,0
4,-0.1406487333324183,0,1,2,53,0,1943,14,3
3,-0.3436702715835444,1,2,6,35,1,1969,26,0
1,0.6869466582131296,0,2,1,78,0,1982,9,0
2,0.2326474268527517,0,3,2,19,1,1976,21,0
4,-0.0508633222604752,0,3,1,13,1,1952,30,0
2,-1.0370079776864471,1,0,4,87,0,1985,8,0
4,0.4051176337609795,1,3,5,88,1,1975,16,4
4,-0.8130583103196963,0,0,2,43,1,1959,27,0
2,1.672951169917345,0,2,1,61,1,1959,17,1
4,0.9347674728523896,0,3,3,59,1,1971,10,4
4,-0.8239895206166966,1,2,1,66,0,1986,26,0
2,-1.0003370371601852,1,2,2,71,0,1979,10,0
4,-0.917745670471738,1,2,3,60,0,1982,14,0
4,0.7679030148144185,0,3,1,6,1,1976,23,0
2,-0.1480763505855083,0,0,1,94,0,1992,9,0
2,0.0980627393926748,0,2,2,56,1,1976,18,0
3,0.1294549330661117,0,3,5,64,1,1975,20,0
4,-0.5743001230206843,1,2,3,97,0,1981,17,3
4,-0.6439048381597037,1,3,3,6,0,1984,21,0
3,-0.7513016435990362,0,3,1,13,0,1983,28,0
2,-0.8044628287186362,1,0,1,51,0,1984,29,0
1,-1.8924452552876028,0,1,1,16,0,1975,24,0
4,0.5038722430253331,0,3,3,89,1,1965,15,0
4,-0.4292980855767139,0,3,2,15,1,1962,22,0
2,0.9187443739982396,0,3,1,94,0,1979,11,4
2,-0.645726706542537,1,3,2,69,0,1978,16,3
4,0.7999959270966375,1,3,2,43,0,1970,23,0
4,1.582932185975808,0,3,1,62,0,1973,29,5
3,-0.696271875522684,1,3,2,89,1,1967,21,0
2,0.7234307404437162,0,3,5,63,1,1974,8,0
4,0.6831160631517875,0,0,1,83,0,1969,27,0
3,1.0013824552606054,0,3,1,94,0,1987,27,0
3,-0.4176661566709315,0,2,1,46,1,1974,23,0
3,0.3481725681539563,0,3,1,56,0,1951,28,0
4,-0.1070609546847975,0,0,2,35,0,1955,8,3
2,-1.6027681824170934,1,3,3,70,0,1976,23,0
2,-0.996319583803168,1,3,1,75,0,1974,19,0
4,0.1750950717847841,0,3,2,91,1,1953,24,0
2,-0.1338284055402728,0,3,5,6,1,1973,9,0
3,0.6781643183163942,0,2,2,80,1,1969,24,0
1,-0.9389540870308756,1,0,1,3,0,1980,26,0
4,-0.7145372739249367,1,3,1,40,0,1975,28,0
2,0.8738983830361868,0,2,1,29,0,1948,24,0
2,3.398932597978631e-16,1,0,2,57,0,1982,18,0
3,-0.1939033475998559,0,3,2,30,1,1975,22,3
2,-0.278877157558162,0,0,4,97,1,1964,10,0
3,0.0841885109387897,1,3,6,7,1,1972,22,0
1,0.2792685716237191,0,3,3,56,1,1982,26,0
4,1.0413234159611835,0,2,1,90,0,1958,25,0
4,-1.2426455320770262,0,1,2,57,1,1947,19,0
2,-0.9717010033479576,1,3,2,62,0,1985,13,0
2,1.9859855297472568,0,0,1,75,1,1958,28,4
2,-1.1680890721026136,1,0,1,17,0,1971,29,0
2,2.499799128280192,0,2,0,36,0,1970,13,1
2,1.183709437265701,0,2,1,46,1,1979,23,0
2,-1.1719196671639556,0,3,1,0,0,1981,22,0
3,1.491698623112382,0,3,1,24,1,1974,30,0
4,0.8511483855377289,0,1,3,10,1,1976,19,0
2,1.4929132020342708,0,0,1,12,0,1973,16,0
4,-0.9022831465046136,1,3,4,38,0,1973,13,3
3,0.7800488040333078,0,3,1,4,0,1946,14,0
4,-0.6947302945833634,1,3,3,50,0,1974,20,0
2,0.6574697620703637,0,1,2,76,1,1957,13,0
2,-0.6534346112391399,1,3,1,97,0,1973,23,0
1,-0.7387354232148776,1,3,4,13,0,1985,18,3
4,0.6472392703821453,0,2,3,90,1,1966,27,0
4,0.985686358423887,0,2,1,36,1,1947,20,0
1,-0.8477205241674495,1,0,2,86,0,1985,11,0
2,-1.7907943424402832,1,3,2,93,0,1976,13,0
3,-1.0469114673572335,1,0,1,52,0,1970,20,3
2,2.3699793273598333,0,1,1,5,0,1974,16,1
2,1.0433321426396922,0,0,1,66,0,1993,29,0
0,-1.97307460987146,1,2,4,7,0,1973,10,0
4,1.0373526771780852,0,1,1,9,0,1975,17,0
2,0.6733527172027574,1,3,7,57,1,1978,18,0
1,1.035063663056064,0,0,1,53,0,1982,24,4
2,0.0011299985111546,0,1,3,95,1,1964,8,0
2,1.4516175186900473,1,2,1,82,0,1986,29,1
2,0.5857161765310793,0,1,5,17,1,1954,9,3
1,-0.9130274985059388,0,2,1,11,0,1984,19,3
4,-1.4729950960706533,1,2,1,63,0,1973,27,0
2,-1.2084037493945423,1,2,3,84,1,1957,26,0
4,-0.0205922783610896,0,2,2,92,1,1958,22,0
1,-0.1389202940974225,0,3,1,13,1,1968,19,0
2,0.0887198246089138,0,3,4,50,1,1976,11,0
2,2.0353628343794337,0,0,1,29,0,1994,12,5
4,0.3105673361493183,0,3,3,63,1,1949,12,4
3,-1.5447953961838563,0,0,1,5,0,1984,11,3
2,1.0328213635079613,0,3,1,14,0,1976,15,0
2,-0.5745336958902784,1,0,3,36,0,1982,8,0
4,0.3425668192836997,0,2,2,71,1,1950,18,0
3,1.1993121049545818,0,2,1,73,0,1947,15,4
2,-0.1439654680806534,0,1,1,27,1,1966,25,0
2,-1.5234935504768814,1,1,1,26,0,1974,25,0
2,-0.4848417139661729,1,2,3,15,1,1978,12,0
2,-0.8410403400970604,1,0,4,92,0,1975,20,0
3,0.2418501979147563,1,3,9,48,1,1972,19,0
2,-1.4511326754766527,1,3,1,24,0,1973,10,0
2,-1.0927384643715814,1,0,2,57,0,1982,18,0
2,-0.4576538319454284,1,2,2,31,0,1981,23,3
2,-1.1984535451498368,1,3,1,5,0,1969,18,0
2,-1.2475972769124195,1,3,1,26,0,1986,19,0
3,0.9882089454155024,0,2,1,86,0,1960,24,0
3,1.2698978261458962,0,3,1,2,0,1964,8,0
4,-2.1079395847750497,0,2,0,76,1,1957,12,0
2,-0.1478427777159142,1,2,1,97,1,1953,30,0
4,-1.5402173679398137,1,3,2,43,0,1984,29,0
2,0.6696622658631718,0,0,1,68,0,1965,27,0
4,-0.0442298527640049,0,3,1,86,0,1946,16,0
4,0.1119836824204786,0,1,3,62,1,1949,11,0
4,0.7548229341171531,0,1,2,80,1,1947,15,3
2,0.6021597065504987,0,0,1,42,0,1957,11,0
2,-0.6915537035568847,1,3,1,51,0,1989,13,0
4,-0.1476092048463202,0,1,3,9,1,1963,23,0
4,-1.3235551741043965,1,3,3,84,0,1970,29,0
2,-0.755412526103891,1,3,2,34,1,1971,25,0
2,1.4233084868952517,0,2,1,35,0,1966,27,5
3,0.5550714160403433,0,1,1,64,1,1968,16,0
0,-1.4432846270582933,1,0,2,34,0,1987,21,0
2,-1.5050880083528724,0,2,2,65,1,1960,15,0
2,0.5022372329381749,0,3,4,53,1,1972,17,0
1,0.6308424549366448,1,3,2,17,0,1974,25,4
3,-0.3247975837203473,0,1,1,90,0,1944,19,0
2,0.0212172652962407,1,0,2,67,0,1984,11,0
2,0.9345806145567144,0,3,3,21,1,1951,19,0
1,-0.9028437213916394,0,3,2,32,0,1963,8,0
2,-0.5436553625299483,1,3,2,59,1,1972,19,0
1,-0.0331117841713294,1,0,5,28,0,1990,15,3
4,0.140152570493518,0,1,3,55,1,1961,13,4
2,0.3141643583410663,0,0,1,71,0,1981,30,4
4,0.7812166683812779,0,2,1,56,0,1991,22,0
4,0.9436432418969626,0,3,1,62,0,1978,10,0
3,0.9748952918486432,0,3,6,17,1,1962,14,0
2,1.9818746472424016,0,2,0,62,0,1953,15,1
0,-1.2263421457793633,1,0,1,18,0,1984,25,0
1,0.5144764513049018,0,3,2,39,1,1955,8,0
3,-1.0013647577863989,2,0,1,0,1,1958,19,0
2,0.2833794541285739,0,3,3,81,1,1979,23,0
2,1.235936330906925,0,2,2,99,1,1976,30,0
1,0.3093994718013482,0,2,2,15,1,1982,21,4
1,0.4148342651360909,1,2,13,72,1,1979,8,0
3,-0.8640706250390312,1,1,1,78,0,1979,20,0
4,0.3849836524019746,0,0,6,3,1,1948,13,0
3,1.430642675000504,0,3,1,26,0,1974,18,4
1,-0.4898401733754851,1,0,1,80,0,1985,18,0
2,1.3074096290026964,0,1,1,19,0,1966,29,0
2,-0.432848393194543,1,3,1,29,0,1978,30,0
4,0.921780821302962,0,0,1,0,0,1958,27,0
2,-0.4722287790080956,1,3,3,51,1,1980,12,0
2,0.7721073264671109,0,3,1,48,0,1988,13,0
4,0.7281489124095155,0,3,1,90,0,1988,8,0
2,-1.1159088930353085,0,0,2,65,0,1980,8,0
2,0.5156910302267907,0,3,5,10,1,1952,21,0
2,-0.4044926468258285,0,1,3,87,1,1971,10,0
4,1.2609753425274044,0,2,2,11,1,1958,9,0
4,0.5148968824701711,0,2,1,21,0,1967,15,4
2,-1.21592479579547,1,0,1,87,1,1967,22,0
0,-1.7309062586763753,0,0,3,86,0,1986,12,0
2,0.9345338999827956,0,1,1,81,0,1958,17,0
4,-0.3541810507152756,1,3,8,70,1,1968,10,0
2,1.895405970918694,0,3,1,84,0,1985,24,1
2,0.9527525838111296,0,0,1,67,0,1993,16,0
2,0.4089949433962403,0,0,2,56,0,1956,13,0
2,1.2909193844093585,0,3,1,70,0,1973,29,5
3,-1.1158621784613898,1,3,1,10,0,1986,19,0
2,-0.9367117874827728,0,0,1,75,0,1972,15,0
2,-0.7807318251678833,1,1,4,53,1,1958,28,0
2,1.0206288597151532,0,3,2,88,1,1978,13,0
1,-0.9750644526701118,1,3,2,79,1,1979,17,3
1,0.3375216453004688,0,1,3,6,1,1961,9,0
3,-1.4047451035752794,1,0,4,15,0,1986,12,0
4,-0.1128068472768105,1,3,2,0,0,1976,14,0
2,-0.0356810857368636,1,2,8,46,1,1962,16,0
4,1.2055718578597017,0,3,2,97,1,1967,14,3
3,-0.3421286906442239,1,1,2,25,1,1971,22,0
2,0.4608948350200326,0,0,1,56,1,1979,20,0
2,-0.5362744598507772,1,2,1,95,0,1982,20,0
4,0.6487341367475471,0,3,1,68,0,1945,17,0
2,-0.6955244423399831,1,0,9,30,1,1966,15,0
3,1.4869804511465825,0,3,1,81,0,1948,23,4
2,1.3071760561331025,0,0,1,72,0,1976,30,0
3,1.2975061393319098,0,3,1,72,0,1969,30,1
2,0.9277602867645688,0,2,3,70,1,1971,20,4
3,-0.8338462957135645,0,3,1,39,1,1971,23,0
2,-1.6261721839504146,1,3,4,80,0,1976,25,0
2,-0.073426461463258,0,3,3,91,2,1956,20,0
2,0.9679348203347412,0,0,1,65,1,1969,21,0
3,-2.0768743931190445,1,3,3,19,0,1975,22,0
3,1.3444542861203088,0,3,1,92,0,1958,17,0
3,1.4571298384124662,0,2,1,93,0,1960,10,0
2,2.098287365448064,0,2,1,79,0,1977,20,1
2,0.2259672427823626,0,3,3,24,1,1969,14,0
1,0.7262803294527633,0,0,1,73,1,1980,25,0
3,-0.7007097600449704,1,3,2,56,0,1981,22,0
2,1.183709437265701,0,2,1,46,1,1979,23,0
2,0.5598363025800613,0,3,1,50,1,1956,9,0
4,4.903404100124462,0,3,0,85,0,1949,20,0
2,0.2346094389573415,0,1,1,91,0,1981,25,4
2,-1.2759530232811342,1,3,1,16,0,1988,11,0
2,-0.8377236053488253,1,2,3,11,1,1950,20,0
0,-2.0768743931190445,1,0,4,63,0,1992,12,0
2,-1.8399847887767848,1,1,4,86,0,1976,25,0
3,-0.1151425759727508,1,0,2,46,0,1972,16,0
2,0.460801405872195,0,0,4,26,1,1952,14,0
4,1.271345977937379,0,3,1,2,0,1975,13,1
1,1.3387551081022149,0,0,1,42,0,1995,10,0
2,-1.3990459255571852,1,2,2,51,0,1983,18,0
4,0.828865533778459,0,2,2,8,1,1951,14,0
2,-0.2622934838169863,1,0,2,38,1,1954,27,0
3,1.0708003121039495,1,2,4,48,1,1961,15,0
3,1.083553390783783,0,0,1,79,1,1958,9,0
2,1.5954049772121288,0,3,1,73,0,1962,16,0
1,0.4908388769019865,0,3,5,13,1,1970,25,0
2,-0.4477970568485606,1,0,5,83,1,1974,20,0
2,0.3566746206071788,0,3,1,74,1,1965,10,4
4,-0.6803422058163715,1,2,1,47,0,1976,29,0
2,0.2876304803551851,0,3,2,38,1,1956,28,0
2,-0.134015263835948,0,0,3,45,1,1951,19,0
3,1.220847523531151,0,2,1,53,0,1947,24,0
3,-0.8583247324470182,0,3,1,91,1,1966,21,0
3,-0.9610967950683892,1,0,1,56,0,1984,12,3
4,-0.2384690511183958,1,0,6,81,1,1973,27,3
2,-0.0914115724219979,0,1,2,21,1,1954,18,0
2,1.3157248231602436,0,3,1,47,0,1963,30,3
2,1.489503038138198,0,2,1,57,0,1952,17,5
2,1.324740735926573,0,0,1,64,0,1955,20,0
4,-0.149104071211722,1,0,3,79,2,1950,25,0
3,0.3771823185575341,0,2,2,28,1,1954,27,0
4,-0.1420501705499824,1,0,2,21,1,1963,28,0
4,0.5317608436548596,0,2,3,48,1,1961,10,4
2,-0.5172149136919048,1,0,3,32,1,1952,17,0
3,0.1536997969299714,0,2,1,81,1,1956,28,0
3,-0.6231168527658355,0,2,1,56,0,1963,17,0
4,-0.752049076781737,1,1,2,37,1,1973,29,3
2,0.9003388318742305,0,2,2,91,1,1959,23,0
2,1.418870602372965,0,0,1,89,0,1961,9,5
2,-0.9578734894679916,1,3,3,40,1,1960,19,0
